#Total No. of Collocate Types: 1850
#Total No. of Collocate Tokens: 8190
1	4	2	2	6.75190	corrupt
2	3	1	2	6.33686	visualised
3	3	2	1	6.33686	steam
4	3	1	2	6.33686	spoiling
5	3	1	2	6.33686	pass
6	3	1	2	6.33686	disappointed
7	9	4	5	5.92182	dislike
8	2	1	1	5.75190	workings
9	10	3	7	5.75190	wonder
10	2	1	1	5.75190	wobble
11	2	2	0	5.75190	victoria
12	2	1	1	5.75190	until
13	2	1	1	5.75190	unscupulous
14	2	1	1	5.75190	uncomfortable
15	2	2	0	5.75190	umbrage
16	2	1	1	5.75190	travels
17	2	1	1	5.75190	thousand
18	2	1	1	5.75190	swear
19	2	1	1	5.75190	surrounded
20	2	1	1	5.75190	stairs
21	2	1	1	5.75190	spiritually
22	2	1	1	5.75190	spell
23	2	1	1	5.75190	solve
24	2	1	1	5.75190	sodden
25	2	0	2	5.75190	snuggled
26	2	1	1	5.75190	sleepy
27	2	1	1	5.75190	slaves
28	2	1	1	5.75190	skirt
29	2	1	1	5.75190	sketchily
30	2	1	1	5.75190	silly
31	2	2	0	5.75190	sights
32	2	1	1	5.75190	seeking
33	2	0	2	5.75190	salute
34	2	0	2	5.75190	rejected
35	2	1	1	5.75190	refrain
36	2	0	2	5.75190	rap
37	2	2	0	5.75190	quickened
38	2	1	1	5.75190	quarrelled
39	2	1	1	5.75190	publicationâ
40	4	2	2	5.75190	protest
41	2	1	1	5.75190	prevaricate
42	2	1	1	5.75190	pretend
43	2	0	2	5.75190	practised
44	2	2	0	5.75190	points
45	2	2	0	5.75190	pebbles
46	2	1	1	5.75190	nugget
47	2	2	0	5.75190	nobility
48	2	1	1	5.75190	nevertheless
49	2	1	1	5.75190	necklace
50	2	2	0	5.75190	madge
51	2	2	0	5.75190	mackerel
52	2	0	2	5.75190	luxuriate
53	2	1	1	5.75190	list
54	2	1	1	5.75190	lioness
55	2	1	1	5.75190	korsakov
56	2	2	0	5.75190	intervals
57	2	2	0	5.75190	innes
58	2	1	1	5.75190	immensely
59	2	1	1	5.75190	ilda
60	2	1	1	5.75190	idly
61	2	1	1	5.75190	hyphens
62	2	1	1	5.75190	holds
63	2	0	2	5.75190	hit
64	2	1	1	5.75190	hence
65	2	1	1	5.75190	greater
66	2	1	1	5.75190	gain
